Year	PM2	PM10	Notes	Notes	Year	City	Country
2013	8	14	"3 stations, NA"	measured data	2013	TORONTO	Canada
2013	11	19	-	converted from PM2.5	2013	TROIS-RIVIERES	Canada
2013	7	12	-	converted from PM2.5	2013	VANCOUVER	Canada
2013	12	21	-	converted from PM2.5	2013	VANDERHOOF	Canada
2013	9	16	-	converted from PM2.5	2013	VARENNES	Canada
2013	8	13	-	converted from PM2.5	2013	VICTORIA	Canada
2013	5	9	-	converted from PM2.5	2013	WEST VANCOUVER	Canada
2013	6	11	-	converted from PM2.5	2013	WHITEHORSE	Canada
2013	9	15	"1 station, NA"	measured data	2013	WILLIAMS LAKE	Canada
2013	10	17	"1 station, NA"	measured data	2013	WINDSOR	Canada
2013	7	17	"1 station, NA"	measured data	2013	WINNIPEG	Canada
2013	6	11	"1 station, NA"	measured data	2013	YELLOWKNIFE	Canada
2014	31	67	"1 station, NA"	measured data	2014	Andacollo	Chile
2014	12	40	"1 station, NA"	measured data	2014	Antofagasta	Chile
2014	15	33	-	converted from PM2.5	2014	Arica	Chile
2014	19	47	"1 station, NA"	measured data	2014	Copiapó	Chile
2014	14	31	-	converted from PM2.5	2014	Coquimbo	Chile
2014	64	75	"2 stations, NA"	measured data	2014	Coyhaique	Chile
2014	27	51	"1 station, NA"	measured data	2014	Curico	Chile
2014	11	25	-	converted from PM2.5	2014	Huasco	Chile
2014	22	42	"1 station, NA"	measured data	2014	Maule	Chile
2014	35	54	"1 station, NA"	measured data	2014	Osorno	Chile
2014	35	64	"1 station, NA"	measured data	2014	Padre las Casas	Chile
2014	5	12	-	converted from PM2.5	2014	Punta Arenas	Chile
2014	18	40	"1 station, NA"	measured data	2014	Quilpué	Chile
2014	30	75	"2 stations, NA"	measured data	2014	Rancagua	Chile
2014	23	49	"1 station, NA"	measured data	2014	Rengo	Chile
2014	20	43	"1 station, NA"	measured data	2014	San Fernando	Chile
2014	29	64	"10 stations, NA"	measured data	2014	Santiago	Chile
2014	19	41	"1 station, NA"	measured data	2014	Talagante	Chile
2014	25	49	"2 stations, NA"	measured data	2014	Talca	Chile
2014	31	50	"2 stations, NA"	measured data	2014	Temuco	Chile
2014	29	47	"1 station, NA"	measured data	2014	Valdivia	Chile
2014	16	34	-	converted from PM2.5	2014	Valparaíso	Chile
2014	13	34	"1 station, NA"	measured data	2014	Vina del Mar	Chile
2014	65	98	-	converted from PM2.5	2014	Anshan	China
2014	79	119	-	converted from PM2.5	2014	Anyang	China
2014	126	190	-	converted from PM2.5	2014	Baoding	China
2014	65	98	-	converted from PM2.5	2014	Baoji	China
2014	51	77	-	converted from PM2.5	2014	Baotou	China
2014	40	60	-	converted from PM2.5	2014	Beihai	China
2013	85	108	NA	measured data	2014	Beijing	China
2014	54	81	-	converted from PM2.5	2014	Benxi	China
2014	53	80	-	converted from PM2.5	2014	Binzhou	China
2014	88	133	-	converted from PM2.5	2014	Cangzhou	China
2013	64	130	NA	measured data	2014	Changchun	China
2014	53	80	-	converted from PM2.5	2014	Changde	China
2014	32	48	-	converted from PM2.5	2014	Changhua	China
2013	74	94	NA	measured data	2014	Changsha	China
2014	49	74	-	converted from PM2.5	2014	Changshu	China
2014	67	101	-	converted from PM2.5	2014	Changzhi	China
2014	65	99	-	converted from PM2.5	2014	Changzhou	China
2014	43	65	-	converted from PM2.5	2014	Chaozhou	China
2014	53	80	-	converted from PM2.5	2014	Chengde	China
2013	71	150	NA	measured data	2014	Chengdu	China
2014	31	46	-	converted from PM2.5	2014	Chiayi	China
2014	40	60	-	converted from PM2.5	2014	Chifeng	China
2013	61	106	NA	measured data	2014	Chongqing	China
2014	56	84	-	converted from PM2.5	2014	Dalian	China
2014	49	74	-	converted from PM2.5	2014	Dandong	China
2014	36	54	-	converted from PM2.5	2014	Daqing	China
2014	42	63	-	converted from PM2.5	2014	Datong	China
2014	45	68	-	converted from PM2.5	2014	Deyang	China
2014	59	90	-	converted from PM2.5	2014	Dezhou	China
2013	43	65	NA	measured data	2014	Dongguan	China
2014	54	81	-	converted from PM2.5	2014	Dongying	China
2014	28	42	-	converted from PM2.5	2014	Eerduosi	China
2013	44	83	NA	measured data	2014	Foshan	China
2014	53	80	-	converted from PM2.5	2014	Fushun	China
2014	60	90	-	converted from PM2.5	2014	Fuyang	China
2013	31	64	NA	measured data	2014	Fuzhou	China
2013	48	72	NA	measured data	2014	Guangzhou	China
2014	55	83	-	converted from PM2.5	2014	Guilin	China
2013	49	85	NA	measured data	2014	Guiyang	China
2013	22	47	NA	measured data	2014	Haikou	China
2014	51	77	-	converted from PM2.5	2014	Haimen	China
2014	112	169	-	converted from PM2.5	2014	Handan	China
2013	61	106	NA	measured data	2014	Hangzhou	China
2013	71	119	NA	measured data	2014	Harbin	China
2013	79	115	NA	measured data	2014	Hefei	China
2014	107	161	-	converted from PM2.5	2014	Hengshui	China
2014	40	60	-	converted from PM2.5	2014	Heyuan	China
2014	60	91	-	converted from PM2.5	2014	Heze	China
2013	43	146	NA	measured data	2014	Hohhot	China
2013	29	49	"13 stations, roadside air quality monitoring station for measuring street level air quality"	measured data	2014	Hong Kong	China
2014	22	33	-	converted from PM2.5	2014	Hsinchu	China
2014	65	98	-	converted from PM2.5	2014	Huai'an	China
2014	12	18	-	converted from PM2.5	2014	Hualien	China
2013	35	59	NA	measured data	2014	Huizhou	China
2014	56	84	-	converted from PM2.5	2014	Huludao	China
2013	63	111	NA	measured data	2014	Huzhou	China
2013	43	77	NA	measured data	2014	Jiangmen	China
2014	68	102	-	converted from PM2.5	2014	Jiangyin	China
2014	53	79	-	converted from PM2.5	2014	Jiaonan	China
2014	53	79	-	converted from PM2.5	2014	Jiaozhou	China
2014	68	103	-	converted from PM2.5	2014	Jiaozuo	China
2013	56	94	NA	measured data	2014	Jiaxing	China
2014	31	47	-	converted from PM2.5	2014	Jiayuguan	China
2014	40	60	-	converted from PM2.5	2014	Jieyang	China
2014	50	76	-	converted from PM2.5	2014	Jilin	China
2014	51	77	-	converted from PM2.5	2014	Jimo	China
2013	52	199	NA	measured data	2014	Jinan	China
2014	32	48	-	converted from PM2.5	2014	Jinchang	China
2014	74	112	-	converted from PM2.5	2014	Jingzhou	China
2013	63	99	NA	measured data	2014	Jinhua	China
2014	54	81	-	converted from PM2.5	2014	Jining	China
2014	48	72	-	converted from PM2.5	2014	Jintan	China
2014	55	84	-	converted from PM2.5	2014	Jinzhou	China
2014	40	60	-	converted from PM2.5	2014	Jiujiang	China
2014	65	97	-	converted from PM2.5	2014	Jurong	China
2014	70	106	-	converted from PM2.5	2014	Kaifeng	China
2014	30	46	-	converted from PM2.5	2014	Kaohsiung	China
2014	33	50	-	converted from PM2.5	2014	Karamay	China
2014	20	30	-	converted from PM2.5	2014	Keelung	China
2014	32	48	-	converted from PM2.5	2014	Kinmen	China
2014	58	87	-	converted from PM2.5	2014	Korla	China
2013	34	82	NA	measured data	2014	Kunming	China
2014	46	69	-	converted from PM2.5	2014	Kunshan	China
2014	68	103	-	converted from PM2.5	2014	Laiwu	China
2014	56	84	-	converted from PM2.5	2014	Laixi	China
2014	56	84	-	converted from PM2.5	2014	Laizhou	China
2014	96	144	-	converted from PM2.5	2014	Langfang	China
2013	58	153	NA	measured data	2014	Lanzhou	China
2013	24	64	NA	measured data	2014	Lhasa	China
2014	61	92	-	converted from PM2.5	2014	Lianyungang	China
2014	63	96	-	converted from PM2.5	2014	Liaocheng	China
2014	26	39	-	converted from PM2.5	2014	Lienchiang	China
2014	58	87	-	converted from PM2.5	2014	Lin'an	China
2014	62	94	-	converted from PM2.5	2014	Linfen	China
2014	56	84	-	converted from PM2.5	2014	Linyi	China
2013	43	69	NA	measured data	2014	Lishui	China
2014	65	98	-	converted from PM2.5	2014	Liuzhou	China
2014	52	78	-	converted from PM2.5	2014	Liyang	China
2014	56	85	-	converted from PM2.5	2014	Luoyang	China
2014	50	75	-	converted from PM2.5	2014	Luzhou	China
2014	57	87	-	converted from PM2.5	2014	Maanshan	China
2014	32	49	-	converted from PM2.5	2014	Maoming	China
2014	34	51	-	converted from PM2.5	2014	Meizhou	China
2014	44	66	-	converted from PM2.5	2014	Mianyang	China
2014	25	37	-	converted from PM2.5	2014	Miaoli	China
2014	50	75	-	converted from PM2.5	2014	Mudanjiang	China
2013	49	116	NA	measured data	2014	Nanchang	China
2014	57	86	-	converted from PM2.5	2014	Nanchong	China
2013	72	137	NA	measured data	2014	Nanjing	China
2013	47	90	NA	measured data	2014	Nanning	China
2014	60	90	-	converted from PM2.5	2014	Nantong	China
2014	34	51	-	converted from PM2.5	2014	Nantou	China
2014	22	34	-	converted from PM2.5	2014	New Taipei	China
2013	45	86	NA	measured data	2014	Ningbo	China
2014	56	85	-	converted from PM2.5	2014	Panjin	China
2014	32	48	-	converted from PM2.5	2014	Panzhihua	China
2014	16	24	-	converted from PM2.5	2014	Penghu	China
2014	46	69	-	converted from PM2.5	2014	Penglai	China
2014	70	105	-	converted from PM2.5	2014	Pingdingshan	China
2014	58	88	-	converted from PM2.5	2014	Pingdu	China
2014	22	34	-	converted from PM2.5	2014	Pingtung	China
2013	46	106	NA	measured data	2014	Qingdao	China
2014	42	63	-	converted from PM2.5	2014	Qingyuan	China
2014	60	91	-	converted from PM2.5	2014	Qinhuangdao	China
2014	35	52	-	converted from PM2.5	2014	Qiqihar	China
2014	32	48	-	converted from PM2.5	2014	Quanzhou	China
2014	32	48	-	converted from PM2.5	2014	Qujing	China
2013	57	94	NA	measured data	2014	Quzhou	China
2014	38	57	-	converted from PM2.5	2014	Rizhao	China
2014	38	57	-	converted from PM2.5	2014	Rongcheng	China
2014	48	72	-	converted from PM2.5	2014	Rushan	China
2014	64	96	-	converted from PM2.5	2014	Sanmenxia	China
2014	15	23	-	converted from PM2.5	2014	Sanya	China
2013	52	84	NA	measured data	2014	Shanghai	China
2014	38	57	-	converted from PM2.5	2014	Shantou	China
2014	27	41	-	converted from PM2.5	2014	Shanwei	China
2014	48	73	-	converted from PM2.5	2014	Shaoguan	China
2013	64	105	NA	measured data	2014	Shaoxing	China
2013	72	129	NA	measured data	2014	Shenyang	China
2013	34	61	NA	measured data	2014	Shenzhen	China
2013	121	305	NA	measured data	2014	Shijiazhuang	China
2014	41	62	-	converted from PM2.5	2014	Shizuishan	China
2014	78	117	-	converted from PM2.5	2014	Shouguang	China
2014	68	102	-	converted from PM2.5	2014	Suqian	China
2014	64	97	-	converted from PM2.5	2014	Suzhou	China
2014	55	83	-	converted from PM2.5	2014	Taian	China
2014	55	82	-	converted from PM2.5	2014	Taicang	China
2014	29	44	-	converted from PM2.5	2014	Taichung	China
2014	29	44	-	converted from PM2.5	2014	Tainan	China
2014	19	28	-	converted from PM2.5	2014	Taipei	China
2014	11	16	-	converted from PM2.5	2014	Taitung	China
2013	67	157	NA	measured data	2014	Taiyuan	China
2013	61	82	NA	measured data	2014	Taizhou	China
2014	102	153	-	converted from PM2.5	2014	Tangshan	China
2014	24	36	-	converted from PM2.5	2014	Taoyuan	China
2013	87	150	NA	measured data	2014	Tianjin	China
2014	64	97	-	converted from PM2.5	2014	Tongchuan	China
2013	64	146	NA	measured data	2014	Urumqi	China
2014	59	88	-	converted from PM2.5	2014	Wafangdian	China
2014	49	73	-	converted from PM2.5	2014	Weifang	China
2014	30	45	-	converted from PM2.5	2014	Weihai	China
2014	68	102	-	converted from PM2.5	2014	Weinan	China
2014	46	69	-	converted from PM2.5	2014	Wendeng	China
2013	46	94	NA	measured data	2014	Wenzhou	China
2013	80	124	NA	measured data	2014	Wuhan	China
2014	61	92	-	converted from PM2.5	2014	Wuhu	China
2014	56	85	-	converted from PM2.5	2014	Wujiang	China
2014	67	101	-	converted from PM2.5	2014	Wuxi	China
2013	36	62	NA	measured data	2014	Xiamen	China
2013	70	189	NA	measured data	2014	Xi'an	China
2014	70	105	-	converted from PM2.5	2014	Xiangtan	China
2014	65	98	-	converted from PM2.5	2014	Xianyang	China
2014	128	193	-	converted from PM2.5	2014	Xingtai	China
2013	62	163	NA	measured data	2014	Xining	China
2014	66	100	-	converted from PM2.5	2014	Xuzhou	China
2014	48	73	-	converted from PM2.5	2014	Yan'an	China
2014	57	86	-	converted from PM2.5	2014	Yancheng	China
2014	32	48	-	converted from PM2.5	2014	Yangjiang	China
2014	70	105	-	converted from PM2.5	2014	Yangquan	China
2014	65	97	-	converted from PM2.5	2014	Yangzhou	China
2014	31	46	-	converted from PM2.5	2014	Yantai	China
2014	52	78	-	converted from PM2.5	2014	Yibin	China
2014	70	106	-	converted from PM2.5	2014	Yichang	China
2014	16	24	-	converted from PM2.5	2014	Yilan	China
2013	47	118	NA	measured data	2014	Yinchuan	China
2014	40	61	-	converted from PM2.5	2014	Yingkou	China
2014	59	88	-	converted from PM2.5	2014	Yiwu	China
2014	54	81	-	converted from PM2.5	2014	Yixing	China
2014	49	73	-	converted from PM2.5	2014	Yueyang	China
2014	31	47	-	converted from PM2.5	2014	Yunfu	China
2014	31	46	-	converted from PM2.5	2014	Yunlin	China
2014	30	46	-	converted from PM2.5	2014	Yuxi	China
2014	48	73	-	converted from PM2.5	2014	Zaozhuang	China
2014	60	91	-	converted from PM2.5	2014	Zhangjiagang	China
2014	47	71	-	converted from PM2.5	2014	Zhangjiajie	China
2014	34	51	-	converted from PM2.5	2014	Zhangjiakou	China
2014	47	71	-	converted from PM2.5	2014	Zhangqiu	China
2014	26	39	-	converted from PM2.5	2014	Zhanjiang	China
2013	55	85	NA	measured data	2014	Zhaoqing	China
2014	55	82	-	converted from PM2.5	2014	Zhaoyuan	China
2013	86	171	NA	measured data	2014	Zhengzhou	China
2014	66	99	-	converted from PM2.5	2014	Zhenjiang	China
2013	38	66	NA	measured data	2014	Zhongshan	China
2013	29	58	NA	measured data	2014	Zhoushan	China
2013	35	59	NA	measured data	2014	Zhuhai	China
2014	59	88	-	converted from PM2.5	2014	Zhuji	China
2014	69	105	-	converted from PM2.5	2014	Zhuzhou	China
2014	55	82	-	converted from PM2.5	2014	Zibo	China
2014	64	97	-	converted from PM2.5	2014	Zigong	China
2014	49	74	-	converted from PM2.5	2014	Zunyi	China
2014	11	25	"1 station, urban background"	measured data	2014	Armenia	Colombia
2014	14	32	"1 station, suburban background"	measured data	2014	Barbosa	Colombia
2014	19	43	"1 station, urban background"	measured data	2014	Bello	Colombia
2014	24	52	"10 stations, urban background/urban traffic"	measured data	2014	Bogotá	Colombia
2014	21	47	"2 stations, NA"	measured data	2014	Bucaramanga	Colombia
2014	25	49	"1 station, NA"	measured data	2014	Caldas	Colombia
2014	17	41	"4 stations, Urban background"	measured data	2014	Cali	Colombia
2014	21	48	"1 station, Urban background"	measured data	2014	Ciénaga	Colombia
2014	16	35	"1 station, suburban background"	measured data	2014	Copacabana	Colombia
2014	21	46	"1 station, NA"	measured data	2014	Girardota	Colombia
2014	29	50	"3 stations, urban/suburban"	measured data	2014	Itagüí	Colombia
2014	41	47	"2 stations, suburban background"	measured data	2014	La Estrella	Colombia
2014	18	26	"6 stations, urban"	measured data	2014	Manizales	Colombia
2014	26	45	"5 stations, urban/suburban background"	measured data	2014	Medellin	Colombia
2014	9	18	"1 station, urban background"	measured data	2014	Pasto	Colombia
2014	19	43	"1 station, urban background"	measured data	2014	Sabaneta	Colombia
2014	16	36	"4 stations, Urban background"	measured data	2014	Santa Marta	Colombia
2014	16	36	"2 stations, urban background"	measured data	2014	Valledupar	Colombia
2013	20	28	"1 station, Urban"	measured data	2013	Alajuela	Costa Rica
2013	30	31	"1 station, unspecified"	measured data	2013	Belén	Costa Rica
2013	19	27	"1 station, Urban"	measured data	2013	Cartago	Costa Rica
2013	29	47	"1 station, Urban"	measured data	2013	Heredia	Costa Rica
2013	14	20	-	converted from PM2.5	2013	Moravia	Costa Rica
2013	24	27	"2 stations, Urban"	measured data	2013	San José	Costa Rica
2013	16	23	"1 station, Urban"	measured data	2013	Santa Ana	Costa Rica
2013	19	32	"1 station, industrial, urban"	measured data	2013	KUTINA	Croatia
2013	20	33	"1 station, traffic, urban"	measured data	2013	OSIJEK	Croatia
2013	11	18	"1 station, industrial, urban"	measured data	2013	RIJEKA	Croatia
2013	23	37	"1 station, industrial, urban"	measured data	2013	SISAK	Croatia
2013	22	36	"2 stations, traffic, urban"	measured data	2013	ZAGREB	Croatia
2013	13	26	"1 station, background, rural-regional"	measured data	2013	AYIA MARINA	Cyprus
2013	17	36	-	converted from PM2.5	2013	LARNAKA	Cyprus
2013	17	37	"1 station, background, urban"	measured data	2013	LIMASSOL	Cyprus
2013	17	47	"1 station, traffic, urban"	measured data	2013	NICOSIA	Cyprus
2013	16	36	-	converted from PM2.5	2013	PAFOS	Cyprus
2013	13	27	"1 station, traffic, urban"	measured data	2013	BEROUN	Czechia
2013	19	25	"1 station, background, suburban"	measured data	2013	BRANDYS	Czechia
2013	20	25	"4 stations, background, suburban"	measured data	2013	BRNO	Czechia
2013	17	23	"1 station, background, urban"	measured data	2013	CESKA LIPA	Czechia
2013	18	23	"1 station, background, urban"	measured data	2013	CESKE BUDEJOVICE	Czechia
2013	33	45	"1 station, background, urban"	measured data	2013	CESKY TESIN	Czechia
2013	14	19	"1 station, background, suburban"	measured data	2013	CHEB	Czechia
2013	18	25	"1 station, background, urban"	measured data	2013	CHOMUTOV	Czechia
2013	22	30	"1 station, background, urban"	measured data	2013	DECIN	Czechia
2013	28	38	"1 station, background, suburban"	measured data	2013	FRYDEK-MISTEK	Czechia
2013	33	45	"1 station, background, urban"	measured data	2013	HAVIROV	Czechia
2013	21	26	"2 stations, background urban, traffic, urban"	measured data	2013	HRADEC KRALOVE	Czechia
2013	16	22	"1 station, background, urban"	measured data	2013	JABLONEC	Czechia
2013	18	22	"1 station, background, urban"	measured data	2013	Jicín	Czechia
2013	17	20	"1 station, background, urban"	measured data	2013	JIHLAVA	Czechia
2013	19	25	"1 station, traffic, urban"	measured data	2013	KARLOVY VARY	Czechia
2013	32	43	"1 station, background, urban"	measured data	2013	KARVINA	Czechia
2013	12	30	"2 stations, background, urban"	measured data	2013	KLADNO	Czechia
2013	18	24	"1 station, background, suburban"	measured data	2013	KUTNA HORA	Czechia
2013	22	25	"1 station, background, urban"	measured data	2013	LIBEREC	Czechia
2013	20	27	"1 station, background, urban"	measured data	2013	LITOMERICE	Czechia
2013	19	26	"1 station, background, urban"	measured data	2013	MLADA BOLESLAV	Czechia
2013	22	31	"1 station, background, urban"	measured data	2013	MOST	Czechia
2013	25	33	-	converted from PM2.5	2013	OLOMOUC-HEJCIN	Czechia
2013	24	33	"1 station, background, urban"	measured data	2013	OPAVA	Czechia
2013	33	44	"1 station, background, urban"	measured data	2013	ORLOVA	Czechia
2013	32	41	"5 stations, background urban/suburban, traffic, urban"	measured data	2013	OSTRAVA	Czechia
2013	22	28	"1 station, background, urban"	measured data	2013	PARDUBICE	Czechia
2013	21	25	"6 stations, background urban/suburban, traffic, urban"	measured data	2013	PLZEN	Czechia
2013	19	27	"14 stations, background urban/suburban, traffic, urban"	measured data	2013	PRAGUE	Czechia
2013	23	31	"1 station, background, urban"	measured data	2013	PREROV	Czechia
2013	17	23	"1 station, traffic, urban"	measured data	2013	PRIBRAM	Czechia
